nom_estab,codigo_act,nom_act,alcaldia,lat,lon
ALMASANA HEALTH CLUB,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Miguel Hidalgo,19.43494731,-99.17509454
ASILO CASA DE LAS LUNAS VALLE,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Benito JuÃ¡rez,19.37523172,-99.1497922
ASILO CASA MADRE TERESA,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Iztapalapa,19.29456971,-99.07888995
ASILO CENTRO DE ATENCION PARA ADULTOS MAYORES AC,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Gustavo A. Madero,19.46784997,-99.13008651
ASILO DE ANCIANOS EL ULTIMO AMOR MADRE TERESA DE CALCUTA AC,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Tlalpan,19.27671988,-99.21840057
ASILO DE ANCIANOS SAN JOSE,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Iztapalapa,19.34574961,-99.05823382
ASILO FRANCISCO DIAZ DE LEON IAP INSTITUCIONAL DE ASISTENCIA PRIVADA,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Miguel Hidalgo,19.40539996,-99.23917348
ASILO LA LUZ DE LA TERCERA EDAD,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,CuauhtÃ©moc,19.40540365,-99.16204527
ASILO MI AMIGO EL ABUELO,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Xochimilco,19.2763328,-99.12940294
ASILO RESIDENCIA PARIS,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Tlalpan,19.2899468,-99.22101311
ASILO RESIDENCIA REINA SOFIA,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Xochimilco,19.2647622,-99.13638875
ASILO RESIDENCIAL CEREZOS,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Tlalpan,19.28657209,-99.14779373
ASILO RESIDENCIALES PASEOS,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,CoyoacÃ¡n,19.34865781,-99.13321441
ASILO SU SANTIDAD JUAN PABLO II,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Iztapalapa,19.36441903,-99.01697305
ASOCIACION DE AYUDA SOCIAL DE LA COMUNIDAD ALEMANA,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Xochimilco,19.27612779,-99.13375969
ASOCIACION PARA AYUDA DE ANCIANOS,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Xochimilco,19.26151206,-99.11463312
ASOCIACION PARA AYUDA DE ANCIANOS IAP,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Xochimilco,19.26183393,-99.115275
ATENCION INTEGRAL A LA SENECTUD LUZ AZTECA,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Iztapalapa,19.37038569,-99.10939611
BELMONT VILLAGE,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Cuajimalpa de Morelos,19.35798678,-99.28278409
CASA CARMELITA,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Venustiano Carranza,19.41334986,-99.08826188
CASA DE ASISTENCIA AL ADULTO MAYOR GOLD CARE SENIORS,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Tlalpan,19.27560147,-99.2161054
CASA DE LAS LUNAS,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Gustavo A. Madero,19.48590939,-99.09527613
CASA DE MADRES MAYORES RELIGIOSAS,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Gustavo A. Madero,19.47844303,-99.11584485
CASA DE REPOSO,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Benito JuÃ¡rez,19.39042064,-99.13397687
CASA DE REPOSO FARO MEXICO,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,CoyoacÃ¡n,19.33207299,-99.1367814
CASA DE REPOSO LA PAZ,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Ãlvaro ObregÃ³n,19.34218511,-99.20852709
CASA DE REPOSO MATEOS PORTILLO,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Tlalpan,19.2860076,-99.16440151
CASA DE REPOSO PARA ANCIANOS,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,CoyoacÃ¡n,19.35108956,-99.16797307
CASA DE REPOSO PARA PERSONAS DE LA TERCERA EL PARAISO DEL ABUELO,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,CoyoacÃ¡n,19.33613661,-99.1367473
CASA DE REPOSO SAN ISIDRO,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Tlalpan,19.29672004,-99.1255545
CASA DE REPOSO VILLA GUADALUPE,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Tlalpan,19.3002031,-99.14762962
CASA DE RETIRO,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Tlalpan,19.2944503,-99.13046979
CASA DEL ABUELITO SAROME,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Iztapalapa,19.36096933,-99.11827852
CASA DEL ADULTO MAYOR,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,CoyoacÃ¡n,19.31748132,-99.10384169
CASA DEL PARQUE TLALPAN,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Tlalpan,19.293435,-99.16533798
CASA HOGAR CENTRO DE ATENCION GERIATRICA,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Benito JuÃ¡rez,19.36862773,-99.18357633
CASA HOGAR LAS MARGARITAS,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Xochimilco,19.26446071,-99.13532967
CASA HOGAR NUESTRA MADRE SANTISIMA DE LA LUZ,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Iztapalapa,19.36231974,-99.11350888
CASA HOGAR NUESTRA SEÃORA DEL CAMINO,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Ãlvaro ObregÃ³n,19.34516923,-99.20177022
CASA HOGAR PARA ANCIANOS DAUVERRE,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Tlalpan,19.28606214,-99.16769789
CASA HOGAR PARA PERSONAS DE LA 3 EDAD,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,CuauhtÃ©moc,19.43515342,-99.13911489
CASA HOGAR UN GRANITO DE ARENA A. C,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Tlalpan,19.28925508,-99.17402408
CASA HOGAR UNGRANITO DE ARENA,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Benito JuÃ¡rez,19.39365089,-99.16119148
CENTRO DE CUIDADOS PARA EL ADULTO MAYOR,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,CoyoacÃ¡n,19.31595606,-99.16011593
CENTRO DE RECREACION LA CASADE LOS ABUELOS Y ABUELAS,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Iztapalapa,19.33220806,-99.05253536
CENTRO GERIATRICO VILLA JACARNDAS,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Ãlvaro ObregÃ³n,19.35082371,-99.18373863
CENTRO GERONTOLOGICOLA CASA DE MIS ABUELOS,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Gustavo A. Madero,19.5057397,-99.12831504
CON ESMERO Y CARIÃO,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,CoyoacÃ¡n,19.33673152,-99.13253727
EISHEL NUESTRO HOGAR,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Miguel Hidalgo,19.41261265,-99.21914323
