nom_estab,codigo_act,nom_act,alcaldia,lat,lon
CECOSAM ZACATENCO CENTRO COMUNITARIO DE SALUD MENTAL ZACATENCO,621399,Otros consultorios del sector pÃºblico para el cuidado de la salud,Gustavo A. Madero,19.50586061,-99.12886659
CENTRO COMUNITARIO DE LA UNIDAD C.T.M. ARAGON,621399,Otros consultorios del sector pÃºblico para el cuidado de la salud,Gustavo A. Madero,19.45323816,-99.05572164
CENTRO DE SALUD T1 BEKAL,621399,Otros consultorios del sector pÃºblico para el cuidado de la salud,Tlalpan,19.268001,-99.22734923
CENTRO DE SALUD T1 GERTUDIS SANCHEZ,621399,Otros consultorios del sector pÃºblico para el cuidado de la salud,Gustavo A. Madero,19.45893037,-99.10317727
CENTRO DE SALUD T1 TETELPAN,621399,Otros consultorios del sector pÃºblico para el cuidado de la salud,Ãlvaro ObregÃ³n,19.34152188,-99.23125524
CENTRO DE SERVICIOS COMUNITARIOS VENUSTIANO CARRANZA,621399,Otros consultorios del sector pÃºblico para el cuidado de la salud,Venustiano Carranza,19.44407345,-99.08712332
CONSULTOR EN SALUD INTEGRAL SIN NOMBRE,621399,Otros consultorios del sector pÃºblico para el cuidado de la salud,Ãlvaro ObregÃ³n,19.39290241,-99.2024613
EQUINOTERAPIA,621399,Otros consultorios del sector pÃºblico para el cuidado de la salud,Venustiano Carranza,19.43517543,-99.05073607
OTROS CONSULTORIOS PUBLICOS PARA EL CUIDADO DE LA SALUD,621399,Otros consultorios del sector pÃºblico para el cuidado de la salud,Gustavo A. Madero,19.45437742,-99.08593111
SERVICIO DE PODOLOGIA PREVENTIVO,621399,Otros consultorios del sector pÃºblico para el cuidado de la salud,Iztacalco,19.41519306,-99.05850821
TALLER DE SALUD,621399,Otros consultorios del sector pÃºblico para el cuidado de la salud,Iztapalapa,19.35302325,-99.02658292
