nom_estab,codigo_act,nom_act,alcaldia,lat,lon
ANEXO URGENCIAS PEDIATRICAS,621114,Consultorios de medicina especializada del sector pÃºblico,Miguel Hidalgo,19.45427644,-99.19062045
CENTRO COMUNITARIOCAFETALES OPTOMETRISTA,621114,Consultorios de medicina especializada del sector pÃºblico,CoyoacÃ¡n,19.31027527,-99.1075669
CENTRO DE APOYO PARA LA ATENCION INTEGRAL INSTITUTO NACIONAL DE CANCEROLOGIA,621114,Consultorios de medicina especializada del sector pÃºblico,Tlalpan,19.28920007,-99.16244108
CENTRO DE DESARROLLO PARA EL ENVEGECIMIENTO CEDE MANZANARES,621114,Consultorios de medicina especializada del sector pÃºblico,CuauhtÃ©moc,19.43014762,-99.125994
CENTRO DE ORIENTACION PARA ALZHEIMER,621114,Consultorios de medicina especializada del sector pÃºblico,Iztacalco,19.39421917,-99.08068629
CENTRO DERMATOLOGICO DOCTOR LADISLAO DE LA PASCUA,621114,Consultorios de medicina especializada del sector pÃºblico,CuauhtÃ©moc,19.40649949,-99.14963102
CENTRO ESPECIALIZADO EN MEDICINA INTEGRATIVA,621114,Consultorios de medicina especializada del sector pÃºblico,Miguel Hidalgo,19.45252016,-99.16953518
CLINICA DE ESPECIALIDADES NUMERO 6 SERVICIO DE SALUD PUBLICA,621114,Consultorios de medicina especializada del sector pÃºblico,CuauhtÃ©moc,19.43024406,-99.15717875
CLINICA GERIATRICA,621114,Consultorios de medicina especializada del sector pÃºblico,Iztacalco,19.39432401,-99.07069106
CLINICADE MAMA NORTE DEL DF,621114,Consultorios de medicina especializada del sector pÃºblico,Gustavo A. Madero,19.48689146,-99.13442573
COORDINACION MEDICA DE ZONA MEXICO D.F.,621114,Consultorios de medicina especializada del sector pÃºblico,Miguel Hidalgo,19.43976645,-99.17493581
HOSPITAL PEDIATRICO IZTACALCO,621114,Consultorios de medicina especializada del sector pÃºblico,Iztacalco,19.40221426,-99.11775236
ISSSTE ESPECIALIDADES CON CIRUGIA SIMPLIFICADA,621114,Consultorios de medicina especializada del sector pÃºblico,CoyoacÃ¡n,19.34554759,-99.14490999
ONCOIMSS,621114,Consultorios de medicina especializada del sector pÃºblico,Benito JuÃ¡rez,19.39893661,-99.15943905
