nom_estab,codigo_act,nom_act,alcaldia,lat,lon
ALZHEIMER MEXICO,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Tlalpan,19.28984752,-99.16973867
AREA VERDA RECREACION Y ESPARCIMIENTO REUNION DE ADULTOS MAYORES COLIBRI,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Iztapalapa,19.3267185,-99.09317849
ASOCIACION MEXICANA PRO-REHABILITACION INTEGRAL,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Benito JuÃ¡rez,19.39088764,-99.18401505
ASOCIACION PARA LA INTEGRACION PERSONAS CON DISCAPACIDAD,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,La Magdalena Contreras,19.31502274,-99.22650785
CASA DE LA TERCERA EDAD SANTA CECILIA,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Iztapalapa,19.35964856,-99.13458365
CASA DE RETIRO PARA MADRES ADULTAS MAYORES,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Tlalpan,19.29056218,-99.16592545
CASA DEL ADULTO MAYOR,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Iztapalapa,19.37949096,-99.10559942
CASA HOGAR DE NUESTRA SEÃORA DE LOS ANGELES,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Iztapalapa,19.33293375,-99.09835057
CASA RAICES,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Gustavo A. Madero,19.48533564,-99.12321612
CASA YEKKAN,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Cuajimalpa de Morelos,19.36640689,-99.28201091
CENTRO COMUNITARIO DE ATENCION INTEGRAL AL ADULTO MAYOR Y SU FAMILIA,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,CoyoacÃ¡n,19.32273325,-99.10932765
CENTRO LABORAL MEXICO IAP,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Miguel Hidalgo,19.45423089,-99.20016695
CENTROS DEL SECTOR PRIVADO DEDICADOS A LA ATENCIÃN Y CUIDADO DIURNO DE ANCIANOS Y PERSONAS CON DISCAPACIDAD SIN NOMBRE,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Iztapalapa,19.3437036,-98.99069309
COMUNIDAD CON CORAZON FAUSTO,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Xochimilco,19.28080002,-99.13285844
COMUNIDAD EMAUS,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Tlalpan,19.20581284,-99.13191432
COMUNIDAD ESPECIAL DE DESARROLLO E INTEGRACION,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Ãlvaro ObregÃ³n,19.33621123,-99.21882209
CUROPRAXIA,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Benito JuÃ¡rez,19.40192627,-99.16225906
ENTRE AMIGOS CLUB DE DIA,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,CoyoacÃ¡n,19.34199086,-99.15244344
FUNDACION OBDULIA MONTES DE OLINA CASA HOGAR,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Ãlvaro ObregÃ³n,19.33635313,-99.23423812
FUNDACION VIDA PLENA,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Ãlvaro ObregÃ³n,19.33828844,-99.22517631
LA PIRINOLA ACTIVIDADES EDUCATIVAS Y DE DESARROLLO,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Benito JuÃ¡rez,19.37938921,-99.18872938
OASIS DE MISERICORDIA SALON COMUNITARIO,624121,Centros del sector privado dedicados a la atenciÃ³n y cuidado diurno de ancianos y discapacitados,Iztapalapa,19.33800571,-98.99155375
