nom_estab,codigo_act,nom_act,alcaldia,lat,lon
20 DENTAL,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.44062595,-99.1077224
ABITAC DENTAL ODONTOLOGIA ESTETICA,621211,Consultorios dentales del sector privado,CoyoacÃ¡n,19.33607659,-99.13719692
ABYDENT,621211,Consultorios dentales del sector privado,CoyoacÃ¡n,19.32182803,-99.16089619
AC DENTAL CARE,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.43866467,-99.14770859
ACCESORIOS,621211,Consultorios dentales del sector privado,Tlalpan,19.28469636,-99.22410959
ADENTA CLINICA DENTALES,621211,Consultorios dentales del sector privado,Benito JuÃ¡rez,19.37395052,-99.17945666
ADMINISTRACION DE CONSULTORIOS DENTAL LINDAVISTA,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.48558953,-99.12610985
AERODENTAL,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.43680705,-99.08671042
AL FIN SIN CARIES CONSULTORIO 1 10 Y 33,621211,Consultorios dentales del sector privado,Benito JuÃ¡rez,19.3833365,-99.16640671
ALARCON ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.40718987,-99.16504904
ALEGRA DENTAL CLUB,621211,Consultorios dentales del sector privado,Tlalpan,19.29991766,-99.11113526
ALIANZA DENTAL MX,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.47096951,-99.11443103
ALL DENT,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.54252216,-99.1353817
ALTA ESPECIALIDAD DENTAL,621211,Consultorios dentales del sector privado,Tlalpan,19.30212077,-99.13167432
ALVACLINIC,621211,Consultorios dentales del sector privado,CoyoacÃ¡n,19.32964065,-99.12637971
AMSTERDENT,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.41176935,-99.17117168
ANDY DENT,621211,Consultorios dentales del sector privado,Iztapalapa,19.3094469,-99.07042267
ANTOJITOS MEXICANOS SIN NOMBRE,621211,Consultorios dentales del sector privado,Tlalpan,19.27921536,-99.23834962
APS DENTAL,621211,Consultorios dentales del sector privado,CoyoacÃ¡n,19.31375151,-99.10685319
AREFI ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.50679721,-99.08948384
ARELLANO DENT,621211,Consultorios dentales del sector privado,Tlalpan,19.28260165,-99.17493118
ARIAS DENTAL,621211,Consultorios dentales del sector privado,Benito JuÃ¡rez,19.38918304,-99.17610223
ARMONIA DENTAL,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.44807259,-99.19889963
ART & DENT,621211,Consultorios dentales del sector privado,Iztapalapa,19.36299542,-99.13436285
ART BIODENTAL,621211,Consultorios dentales del sector privado,Iztacalco,19.39397675,-99.11191909
ARTE DENTAL,621211,Consultorios dentales del sector privado,Benito JuÃ¡rez,19.38960295,-99.16700486
ARTE DENTAL EN ORTODONCIA DENTAL,621211,Consultorios dentales del sector privado,CoyoacÃ¡n,19.33280008,-99.17246047
ARTE DENTAL FACIAL,621211,Consultorios dentales del sector privado,Benito JuÃ¡rez,19.39649858,-99.14487857
ARTE DENTALIS,621211,Consultorios dentales del sector privado,CoyoacÃ¡n,19.31301257,-99.1103375
ARTE Y ESTETICA DENTAL,621211,Consultorios dentales del sector privado,CoyoacÃ¡n,19.33329002,-99.12364366
ARTE Y ESTETICA DENTAL,621211,Consultorios dentales del sector privado,CoyoacÃ¡n,19.33335303,-99.12363153
ARTEDENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.34736204,-99.03044488
ARTKOH DENTAL GROUJP,621211,Consultorios dentales del sector privado,CoyoacÃ¡n,19.35148534,-99.15113942
ASOCIADOS DENTALES,621211,Consultorios dentales del sector privado,Benito JuÃ¡rez,19.39918717,-99.17083602
ATENCION BUCAL COORDINADA DENTISTA,621211,Consultorios dentales del sector privado,Ãlvaro ObregÃ³n,19.36643536,-99.20900903
ATENCION DENTAL,621211,Consultorios dentales del sector privado,Azcapotzalco,19.47606978,-99.15167303
ATENCION DENTAL DENTIMAS,621211,Consultorios dentales del sector privado,Iztapalapa,19.32599586,-99.03248053
ATENCION DENTAL INTEGRAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.36730828,-99.0218117
ATENCION DENTAL MULTIDISCIPLINARIAS,621211,Consultorios dentales del sector privado,Iztacalco,19.40297474,-99.13528181
ATENCION DENTAL Y ORTODONCIA PARA NIÃOS,621211,Consultorios dentales del sector privado,La Magdalena Contreras,19.30927325,-99.24091776
ATENCION ODONTOLOGICA DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.37664335,-99.01546724
ATENCION ODONTOLOGICA ESPECIALIZADA,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.40295664,-99.17123836
ATENCION ODONTOLOGICA INTEGRAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.34676341,-98.9907009
AUSTRALDENT,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.40631213,-99.16944867
AXOLOTL DENTAL,621211,Consultorios dentales del sector privado,Azcapotzalco,19.49045689,-99.17534998
AYLODENT,621211,Consultorios dentales del sector privado,CoyoacÃ¡n,19.31437779,-99.16457959
B WHITE,621211,Consultorios dentales del sector privado,Ãlvaro ObregÃ³n,19.35185512,-99.18619883
BACE DENTAL CONSULTORIO,621211,Consultorios dentales del sector privado,Iztapalapa,19.3291521,-99.03581031
BALINA SALUD Y BELLEZA,621211,Consultorios dentales del sector privado,Iztacalco,19.40583378,-99.07915823
BATA CORTA SERVICIOS DENTALES,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.42794565,-99.10656391
BE DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.47058522,-99.09615568
BEDENT,621211,Consultorios dentales del sector privado,Venustiano Carranza,19.43201219,-99.09097965
BELLADENT CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.39516424,-99.05030749
BIBADENT,621211,Consultorios dentales del sector privado,Iztapalapa,19.33855248,-99.08151761
BIG SMILE DENTAL CLINIC,621211,Consultorios dentales del sector privado,Tlalpan,19.29581099,-99.18256241
BIO ESTETICA DENTAL,621211,Consultorios dentales del sector privado,Benito JuÃ¡rez,19.39520555,-99.16870377
BIODENTAL,621211,Consultorios dentales del sector privado,Milpa Alta,19.18532203,-99.07094581
BIODENTIC MX ODONTOLOGA INTEGRAL,621211,Consultorios dentales del sector privado,Tlalpan,19.22531804,-99.20423827
BIOESENCIA DENTAL,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.43679547,-99.18794925
BIOESENCIA DENTAL,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.43679547,-99.18794925
BIOESENCIA DENTAL,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.43679547,-99.18794925
BIOESENCIA DENTAL,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.43679547,-99.18794925
BIOESENCIA DENTAL,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.43679547,-99.18794925
BIOSTETIC DENTAL SPA,621211,Consultorios dentales del sector privado,Benito JuÃ¡rez,19.38254833,-99.17691168
BLACKJAW DENTAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.48069943,-99.1280985
BLANCO DENT,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.40667093,-99.16492671
BOCCA CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.43890847,-99.15828731
BOCCA ORTODONCISTA Y ODONTOLOGIA ESTETICA,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.43889326,-99.15824794
BODEGA,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.46347817,-99.13552363
BODEGA CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,Azcapotzalco,19.50964769,-99.1973931
BRACKET CENTER,621211,Consultorios dentales del sector privado,CoyoacÃ¡n,19.31200038,-99.12420914
BRACKETS MEXICO,621211,Consultorios dentales del sector privado,Iztapalapa,19.36556723,-99.00547313
BRENDAHAJU ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.49176865,-99.07131791
BRIGHT DENTAL CONSULTORIO,621211,Consultorios dentales del sector privado,Benito JuÃ¡rez,19.38587193,-99.13839649
BRIGHT ORTHODONTICS CLINICA DE ESPECIALIDADES ODONTOLOGICAS,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.47925653,-99.12930751
BRILLANT DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.34172513,-99.04053278
BRISAS DENTAL CLINICA,621211,Consultorios dentales del sector privado,Ãlvaro ObregÃ³n,19.37274461,-99.19804415
BRITE SMILE CENTER,621211,Consultorios dentales del sector privado,Ãlvaro ObregÃ³n,19.35185512,-99.18619883
BROWNIE DENT,621211,Consultorios dentales del sector privado,Benito JuÃ¡rez,19.3922319,-99.15043102
BT DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.3638236,-99.11354779
BUCAL CAPITAL,621211,Consultorios dentales del sector privado,Iztacalco,19.38566058,-99.1239497
BUKAL,621211,Consultorios dentales del sector privado,Tlalpan,19.29698091,-99.13555033
BUKAL,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.4769285,-99.09905479
BUKAL,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.44648674,-99.15244331
BUKAL ROMA,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.42001672,-99.16475935
BUKALIA CLINICA DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.37882188,-99.10177402
BUSTAMANTE ORTODONTICS,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.41675354,-99.1306994
C.D.ESP. ORTODONCIA,621211,Consultorios dentales del sector privado,Iztapalapa,19.34632753,-99.01088264
CAM,621211,Consultorios dentales del sector privado,Iztacalco,19.3896444,-99.13236909
CANZAM,621211,Consultorios dentales del sector privado,Benito JuÃ¡rez,19.37326587,-99.17928781
CAPITAL DENTAL,621211,Consultorios dentales del sector privado,Iztapalapa,19.33849314,-99.11281315
CARDENT CLINIC,621211,Consultorios dentales del sector privado,CoyoacÃ¡n,19.33573713,-99.17210652
CARIDENT CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,Xochimilco,19.26440434,-99.13178239
CARLOS ENRIQUE ROBLES MENDEZ,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.40718987,-99.16504904
CARLOS HERRAN CONTRERAS,621211,Consultorios dentales del sector privado,Miguel Hidalgo,19.42941704,-99.2154279
CASA DEL SEÃOR PEREZ,621211,Consultorios dentales del sector privado,Azcapotzalco,19.4646608,-99.18111133
CASA SALUD DENTAL,621211,Consultorios dentales del sector privado,Tlalpan,19.28966004,-99.22360703
CASSYB,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.48873882,-99.12447541
CAVASI,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.40718987,-99.16504904
CAVASI CLINIC DENTAL CARE,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.40718987,-99.16504904
CAVASI DENTAL CARE,621211,Consultorios dentales del sector privado,CuauhtÃ©moc,19.40718987,-99.16504904
CDDENTIUM,621211,Consultorios dentales del sector privado,Gustavo A. Madero,19.45603175,-99.10573807
CECLIDE ORTODONCIA,621211,Consultorios dentales del sector privado,CoyoacÃ¡n,19.31790977,-99.12865615
CEDENT CLINICA DE ESPECIALIDADES DENTALES,621211,Consultorios dentales del sector privado,Benito JuÃ¡rez,19.37151737,-99.17595822
CEDENT IMPLANTOLOGIA DENTAL,621211,Consultorios dentales del sector privado,Xochimilco,19.25867135,-99.10464697
CEDENTTAL CONSULTORIO DE ESPECIALIDADES,621211,Consultorios dentales del sector privado,Iztacalco,19.40251181,-99.13377251
CENCALLI CLINICA DENTAL,621211,Consultorios dentales del sector privado,Iztacalco,19.37590614,-99.12272609
CENTAL MEDIC COYOACAN,621211,Consultorios dentales del sector privado,CoyoacÃ¡n,19.29888905,-99.15088735
