nom_estab,codigo_act,nom_act,alcaldia,lat,lon
AMBUEXPRESS SERVICIO DIGITAL,621910,Servicios de ambulancias,CuauhtÃ©moc,19.43271064,-99.16565521
AMBULANCE UCI LIVE CARE,621910,Servicios de ambulancias,Benito JuÃ¡rez,19.3739134,-99.1370234
AMBULANCIAS SUCRE,621910,Servicios de ambulancias,Tlalpan,19.29355556,-99.12085235
AMBULANCIAS Y SERVICIOS DE URGENCIAS,621910,Servicios de ambulancias,CoyoacÃ¡n,19.30575084,-99.14255113
BASE DE AMBULANCIA,621910,Servicios de ambulancias,CuauhtÃ©moc,19.45860897,-99.12442902
CRUZ ROJA MEXICANA,621910,Servicios de ambulancias,Miguel Hidalgo,19.43853149,-99.20890112
CRUZ ROJA MEXICANA VENUSTIANO CARRANZA,621910,Servicios de ambulancias,Venustiano Carranza,19.4173563,-99.11443558
ESCUADRON SOS,621910,Servicios de ambulancias,Benito JuÃ¡rez,19.35995579,-99.15801829
GRUPO VIDA CEM CAPACITACION Y EMERGENCIAS MEDICAS,621910,Servicios de ambulancias,Benito JuÃ¡rez,19.38967766,-99.14257707
MDA,621910,Servicios de ambulancias,Iztapalapa,19.36497473,-99.12498566
MEDICA MOVIL,621910,Servicios de ambulancias,CoyoacÃ¡n,19.35563378,-99.15271779
MEDJETCARE,621910,Servicios de ambulancias,CuauhtÃ©moc,19.43736465,-99.15651118
SERVICIO DE AMBULANCIAS SURI,621910,Servicios de ambulancias,Benito JuÃ¡rez,19.39864681,-99.13255299
SI-PROMEDIC,621910,Servicios de ambulancias,Iztapalapa,19.33758172,-99.05382927
SOPORTE VITAL AVANZADA,621910,Servicios de ambulancias,Miguel Hidalgo,19.44263173,-99.19614482
TRANSPORTES HOSPITAL 20 DE NOVIEMBRE,621910,Servicios de ambulancias,Benito JuÃ¡rez,19.37224451,-99.17078222
XE INGENIERIA MEDICA,621910,Servicios de ambulancias,Tlalpan,19.27462726,-99.17016843
